1006000001	-26	CHEBI:102166
1006000002	-26	CHEBI:103210
1006000003	-26	CHEBI:128458
1006000004	-26	CHEBI:133004
1006000005	-26	CHEBI:138412
1006000006	-26	CHEBI:138675
1006000007	-26	CHEBI:140310
1006000008	-26	CHEBI:15365
1006000009	-26	CHEBI:15400
1006000010	-26	CHEBI:15705
1006000011	-26	CHEBI:161680
1006000012	-26	CHEBI:16385
1006000013	-26	CHEBI:16646
1006000014	-26	CHEBI:167099
1006000015	-26	CHEBI:16842
1006000016	-26	CHEBI:16899
1006000017	-26	CHEBI:17087
1006000018	-26	CHEBI:17102
1006000019	-26	CHEBI:17334
1006000020	-26	CHEBI:17478
1006000021	-26	CHEBI:17522
1006000022	-26	CHEBI:18059
1006000023	-26	CHEBI:18208
1006000024	-26	CHEBI:204928
1006000025	-26	CHEBI:22221
1006000026	-26	CHEBI:22315
1006000027	-26	CHEBI:22527
1006000028	-26	CHEBI:22562
1006000029	-26	CHEBI:22682
1006000030	-26	CHEBI:22693
1006000031	-26	CHEBI:22712
1006000032	-26	CHEBI:22723
1006000033	-26	CHEBI:22726
1006000034	-26	CHEBI:22750
1006000035	-26	CHEBI:22925
1006000036	-26	CHEBI:22928
1006000037	-26	CHEBI:23048
1006000038	-26	CHEBI:23066
1006000039	-26	CHEBI:23117
1006000040	-26	CHEBI:23132
1006000041	-26	CHEBI:23367
1006000042	-26	CHEBI:23443
1006000043	-26	CHEBI:23666
1006000044	-26	CHEBI:23697
1006000045	-26	CHEBI:23888
1006000046	-26	CHEBI:23906
1006000047	-26	CHEBI:24129
1006000048	-26	CHEBI:24431
1006000049	-26	CHEBI:24433
1006000050	-26	CHEBI:24436
1006000051	-26	CHEBI:24471
1006000052	-26	CHEBI:24531
1006000053	-26	CHEBI:24532
1006000054	-26	CHEBI:24583
1006000055	-26	CHEBI:24628
1006000056	-26	CHEBI:24651
1006000057	-26	CHEBI:24833
1006000058	-26	CHEBI:24835
1006000059	-26	CHEBI:24866
1006000060	-26	CHEBI:24867
1006000061	-26	CHEBI:24868
1006000062	-26	CHEBI:24870
1006000063	-26	CHEBI:24913
1006000064	-26	CHEBI:24921
1006000065	-26	CHEBI:24995
1006000066	-26	CHEBI:25000
1006000067	-26	CHEBI:25186
1006000068	-26	CHEBI:25213
1006000069	-26	CHEBI:25367
1006000070	-26	CHEBI:25384
1006000071	-26	CHEBI:25409
1006000072	-26	CHEBI:25558
1006000073	-26	CHEBI:25693
1006000074	-26	CHEBI:25697
1006000075	-26	CHEBI:25698
1006000076	-26	CHEBI:25699
1006000077	-26	CHEBI:25754
1006000078	-26	CHEBI:25806
1006000079	-26	CHEBI:25865
1006000080	-26	CHEBI:25985
1006000081	-26	CHEBI:26096
1006000082	-26	CHEBI:26151
1006000083	-26	CHEBI:26191
1006000084	-26	CHEBI:26217
1006000085	-26	CHEBI:26218
1006000086	-26	CHEBI:26401
1006000087	-26	CHEBI:26421
1006000088	-26	CHEBI:26509
1006000089	-26	CHEBI:26513
1006000090	-26	CHEBI:26596
1006000091	-26	CHEBI:26658
1006000092	-26	CHEBI:26712
1006000093	-26	CHEBI:26714
1006000094	-26	CHEBI:2674
1006000095	-26	CHEBI:2676
1006000096	-26	CHEBI:26822
1006000097	-26	CHEBI:26835
1006000098	-26	CHEBI:26873
1006000099	-26	CHEBI:26888
1006000100	-26	CHEBI:26912
1006000101	-26	CHEBI:26961
1006000102	-26	CHEBI:26979
1006000103	-26	CHEBI:27081
1006000104	-26	CHEBI:27171
1006000105	-26	CHEBI:27207
1006000106	-26	CHEBI:27561
1006000107	-26	CHEBI:27638
1006000108	-26	CHEBI:27933
1006000109	-26	CHEBI:28073
1006000110	-26	CHEBI:28084
1006000111	-26	CHEBI:28112
1006000112	-26	CHEBI:28593
1006000113	-26	CHEBI:28876
1006000114	-26	CHEBI:29007
1006000115	-26	CHEBI:29347
1006000116	-26	CHEBI:29864
1006000117	-26	CHEBI:30746
1006000118	-26	CHEBI:30879
1006000119	-26	CHEBI:31635
1006000120	-26	CHEBI:32876
1006000121	-26	CHEBI:32952
1006000122	-26	CHEBI:32955
1006000123	-26	CHEBI:32988
1006000124	-26	CHEBI:33232
1006000125	-26	CHEBI:33238
1006000126	-26	CHEBI:33241
1006000127	-26	CHEBI:33245
1006000128	-26	CHEBI:33247
1006000129	-26	CHEBI:33249
1006000130	-26	CHEBI:33250
1006000131	-26	CHEBI:33256
1006000132	-26	CHEBI:33259
1006000133	-26	CHEBI:33261
1006000134	-26	CHEBI:33285
1006000135	-26	CHEBI:33296
1006000136	-26	CHEBI:33302
1006000137	-26	CHEBI:33304
1006000138	-26	CHEBI:33308
1006000139	-26	CHEBI:33350
1006000140	-26	CHEBI:33358
1006000141	-26	CHEBI:33362
1006000142	-26	CHEBI:33363
1006000143	-26	CHEBI:33365
1006000144	-26	CHEBI:33424
1006000145	-26	CHEBI:33521
1006000146	-26	CHEBI:33552
1006000147	-26	CHEBI:33561
1006000148	-26	CHEBI:33575
1006000149	-26	CHEBI:33579
1006000150	-26	CHEBI:33582
1006000151	-26	CHEBI:33595
1006000152	-26	CHEBI:33597
1006000153	-26	CHEBI:33598
1006000154	-26	CHEBI:33608
1006000155	-26	CHEBI:33635
1006000156	-26	CHEBI:33636
1006000157	-26	CHEBI:33655
1006000158	-26	CHEBI:33659
1006000159	-26	CHEBI:33661
1006000160	-26	CHEBI:33670
1006000161	-26	CHEBI:33671
1006000162	-26	CHEBI:33672
1006000163	-26	CHEBI:33674
1006000164	-26	CHEBI:33675
1006000165	-26	CHEBI:33692
1006000166	-26	CHEBI:33702
1006000167	-26	CHEBI:33704
1006000168	-26	CHEBI:33709
1006000169	-26	CHEBI:33822
1006000170	-26	CHEBI:33832
1006000171	-26	CHEBI:33833
1006000172	-26	CHEBI:33836
1006000173	-26	CHEBI:33853
1006000174	-26	CHEBI:33859
1006000175	-26	CHEBI:33860
1006000176	-26	CHEBI:3387
1006000177	-26	CHEBI:33958
1006000178	-26	CHEBI:34444
1006000179	-26	CHEBI:34718
1006000180	-26	CHEBI:3478
1006000181	-26	CHEBI:3508
1006000182	-26	CHEBI:3515
1006000183	-26	CHEBI:35259
1006000184	-26	CHEBI:35267
1006000185	-26	CHEBI:35274
1006000186	-26	CHEBI:35286
1006000187	-26	CHEBI:35341
1006000188	-26	CHEBI:35350
1006000189	-26	CHEBI:35352
1006000190	-26	CHEBI:35358
1006000191	-26	CHEBI:35362
1006000192	-26	CHEBI:35363
1006000193	-26	CHEBI:35410
1006000194	-26	CHEBI:35467
1006000195	-26	CHEBI:35479
1006000196	-26	CHEBI:35507
